Query File,Target File
Radiohead__High and Dry,5__54d1cb8c0cc7486d42b6c43d219c7e24
Christie Lou__Lightning Strikes Again,8__889b994d613b86ae51a65dcf3579b5be
Corona__Rhythm of the Night.2,0__0a222327cf44614df5bf971923a0042a
Corona__Baby Baby.1,e__ea1f89c4ad07debd124d978e6133f7f0
Corona__Rhythm of the Night.1,7__7fff1e734249f421c005f0b83775a835
Corona__Baby Baby,8__8ec686a8873bbfcdef557bd4e8501f77
Corona__Rhythm of the Night,9__9d10e75c2976f22f1a722aaf8a100ef2
"Ocean Billy__When the Going Gets Touch, the Touch Get Going",a__a52b54aa5aa5dcf66348621490035e0a
"Ocean Billy__Get Outta My Dreams, Get Into My Car",8__842e1bb68d9b51845680b3d84b34bef6
Ocean Billy__Suddenly,9__9f801a9b90ce167b0a945f85b4d8a78d
Ocean Billy__There'll Be Sad Songs (To Make You Cry),2__266500c0f28ddebb73a5f71c84046acc
"Ocean Billy__Get Outta My Dreams, Get Into My Car.1",3__3b9d78956b00ea385162abecc09365c9
Ocean Billy__Caribbean Queen,2__2260c6abd699229725115318aaebe111
"Ocean Billy__When the Going Gets Touch, the Touch Get Going.1",4__4de216ae872d8620b60b24fc2ceb215d
Ocean Billy__Caribbean Queen.1,8__8614b7c3b3d56d4cce18e5bc5016f08c
Fun Factory__Don't Go Away,b__bc61f5121087764b2b9590f9f78c9414
Fun Factory__Close to You,2__2a1ac4412328c0275de8203ad8ebccad
Fun Factory__Celebration,d__d407727151f9aec16b354c4ea5b4063d
Fun Factory__I Wanna Be With You,0__087915622f4529bf2a37bfe4c490551c
Caught in the Act__Love Is Everywhere,d__d81de16b3751e463040e9f65b13c4aeb
Caught in the Act__My Arms Keep Missing You,4__41d4c2ba70624244a619df500a606e44
Zeze di Camargo__Vou levar voce,8__84af89028e429cecc55a437a4754f0f8
Zeze di Camargo__Passou Da Conta,b__b82fc4539d2f8e0b2934a3429fe64910
Zeze di Camargo__Fala Serio,4__4dc244856cafe5e7824a1b8dd579ac40
Zeze di Camargo__Redeas do possante,9__918932f9a65e75df22dbce8aa106adc4
"Zeze di Camargo__Felicidade, que saudade de voce",0__07cf07ec8c93e8852738bc00e92d058d
Zeze di Camargo__Volta pro meu coracao,9__9902c589b8c663553a01b4c4da8a127f
Mickey & Sylvia__Love Is Strange,d__d7dd5c09e8a6d56a45578d351b72e09b
K-Ci & JoJo__All My Life,6__6198bf74c941e01557e3c804da98969f
Kaoma__Lambada.2,2__20f250d9727a541bad527cb01764c57b
Kaoma__Lambada.1,1__13f164cf17155a7e8f259baa93f18c34
Kaoma__Dancando Lambada.1,2__29fc161abefa727dd8b6000ea7879e0e
Kaoma__Lambada 3000 (original club mix),b__b18a84df17664929b0cabee0d3017955
Kaoma__Melodie d'Amour,8__8dfc5dd32520485e3c6bab39930ea261
Kaoma__Dancando Lambada,a__a6696c48a6885f9da614ceeb0f33cdb8
Kaoma__Lambada,f__fa72aa7992555ca8b678b89cd806d71b
Ultravox__Vienna,3__3787e5b9cb554755e0856a88cf6d2bc3
Steely Dan__Kid Charlemagne,8__86869d92bd37c75ff8822cf2b8b5e102
Steely Dan__Aja,6__6bd511f109c423e17a1bb4dd81dbdfb0
Steely Dan__Hey Nineteen.2,9__9bebe573a3870953fdf7036cc518511b
Steely Dan__Peg.3,7__777cf889213458d68bf3d825b0c1f445
Steely Dan__Aja.3,4__46f2b603d2409c4f07d58d2f83fab934
Steely Dan__Peg,c__c529d2171f3f662d47f018cf84aab672
Steely Dan__Kid Charlemagne.3,0__0c0e25480e2374bd7324228785ccf2f0
Steely Dan__Kid Charlemagne.2,6__6eee6602872b201dfa7e4d5d6eace85c
Steely Dan__Aja.4,8__8f4f9f347f18120ade51fd7acee67e46
Steely Dan__Black Friday.1,2__2995ff8e46c862ae3d2c8c60b9b6fab4
Steely Dan__Deacon Blues.1,c__c3bf4cb76ab31fdf4639609c5545d309
Steely Dan__Reeling in the Years.2,9__95b613b4dab33657924214a1e96d1a3d
Steely Dan__Do It Again.3,5__5215c1f9b4dea8dc0c1477e465fce3bd
Steely Dan__Rikki Don't Lose That Number.1,c__c98217a48e62331502f1c17a7bf1fb79
Steely Dan__Deacon Blues,e__e08e8a00837c8058d5b824ce95ef040e
Steely Dan__Do It Again,1__1db5d7574264ac9c94441e0fc0d12d36
Steely Dan__Rikki Don't Lose That Number.3,9__9e3d9ab48a772bc4ec8f4be5f247250f
Steely Dan__Peg.1,0__02405660e58b5cbde37a844d562ac66d
Steely Dan__Kid Charlemagne.1,9__9e52295096dd6f48dffbb6035fe515fa
Steely Dan__Do It Again.4,8__8cf5c5b6933e7cfadc79deb5ce0b6bbd
Steely Dan__Josie.3,a__a0bbd82305450d2bf2e1c4a94d44f7cb
Steely Dan__Reeling in the Years,7__76ae9c4cc2f4d81f01db8c8eb2a616f2
Steely Dan__Rikki Don't Lose That Number.2,6__6ce2b8d267d489ca300ee8db72ae1cc5
Steely Dan__Bodhisattva,4__4c9d5971cbff4b95db338e446902a341
Steely Dan__Rikki Don't Lose That Number,c__cfe0ac9286ccaaaba4418bdaec66a324
Steely Dan__Babylon Sisters,b__bf9e1f7dac7b998f2ab00723c6327efb
Steely Dan__My Old School,8__879a399099e7939b41d3d44b0a29e9b2
Steely Dan__Pretzel Logic.1,1__19a09a6e7d301975bdd1922032a45962
Steely Dan__Peg.2,b__b079ef415033f86bcaa9845a4e0136e2
Steely Dan__Pretzel Logic,e__e6f1927523e3196730a58ea2b2dcd594
Steely Dan__FM.3,3__334e2af1af4c54e0f6d59450138c28a1
Steely Dan__My Old School.1,9__919be0e982c5fc1827f2c541a618b7fa
Steely Dan__Black Friday,f__f016b0e98dafd952d8ee802b29c14a5a
Steely Dan__FM.2,6__6420dca4d86fad2a5eb3cf1b237396f5
Steely Dan__Aja.2,0__0349492f20980ad613c410edd97b536e
Steely Dan__My Old School.3,8__84c343cace48df8811af54f8d2fc37eb
Steely Dan__Kid Charlemagne.4,9__9fb90b2fdb78edf2e4cf4aec39319471
Steely Dan__Black Cow,3__32ce6871d3b32cda066bcd0caed4a4ca
Steely Dan__Reeling in the Years.1,f__f6ee1a8a43b5b8560cdd623a84135e6c
Steely Dan__Do It Again.2,7__7b085e60ebd8aa7f7cc0833fc46b3258
Steely Dan__Aja.1,3__36f842d9d4b3e5f712a290caec0f9b9c
Steely Dan__FM,0__0c048b9380fec32127fa1baefcfff928
Steely Dan__My Old School.2,1__1efe86442122430fca3f0e0e6634dc72
Steely Dan__FM.4,6__637214fa91bdb99454a7ba19ae70ea30
Steely Dan__Dirty Work,3__398545656a10cba1bb1161c6768e6491
Steely Dan__Rikki Don't Lose That Number.4,f__f89aab65678d5c2a986f644151550c29
Steely Dan__Hey Nineteen,1__12584fbbb7ef06abf89026dc911c1f3f
Steely Dan__Reelin' In the Years,6__67b768278aa403d312f726746eba1f91
Steely Dan__Do It Again.5,9__90403817032816f39bd44ed04713fd80
Steely Dan__FM.1,a__a9950552d74b4dc6e58360cc2d6eae8a
Steely Dan__Do It Again.1,d__d7514a55b8bf858c3258231518cba975
Steely Dan__Josie.2,5__587bf1c0c607b5b1566ff64dbfe8fc1c
Steely Dan__Hey Nineteen.1,b__bf456b848eb4cf36ee028a7374e7e3eb
Steely Dan__Josie.1,6__6c6ab307c6f452ad131b9537d1b6324a
Hughie Cannon__Bill Bailey,5__5a391d4705fb7d4b55185535b07d1ba4
Jeffrey Reid Baker__Carmina Burana: Fortuna Imperatrix mundi: I. O Fortuna,7__7ee21c9f95aa00621ccce153f601c269
Will to Power__Baby I Love Your Way (Freebird).1,a__abdb405fecf9f332a587580e68dd4a29
Will to Power__Baby I Love Your Way (Freebird),a__af9b6e0cb9a4b02bdbb35c059b387460
Will to Power__I'm Not in Love,e__e7546e95794b39ef64667ceb94b95170
The Beau Brummels__Laugh Laugh,2__222fcaebdb78cfca94cc7ee13c9ad423
Oingo Boingo__Grey Matter,1__177ef440106cf5592f700eff0ff4a80b
Oingo Boingo__Dead Man's Party,5__5cc239ea7d6e3110cbf01746a6216f7c
Phyllis Nelson__Move Closer,6__639b3b0a5cf21687eea72cf2b8fa1a62
Gipsy Kings__Baila Me,2__2281fafd483e4c6d519ac154de2aa3b8
Gipsy Kings__Bamboleo.1,7__7ca747ad3ad6010fbf8100ae0825227c
Gipsy Kings__Baila Me.1,8__8485ad219fb1ddeb66a1cb78a2e4eb45
Gipsy Kings__Hits Medley,1__10e1efc8d33359f42e98d2ed5952e4c4
Gipsy Kings__Bamboleo,b__bcf3997893cb01f341fa6cbee9521e13
Mason Williams__Classical Gas.1,d__de32c97961aa362f5d9ac5df8b974200
Mason Williams__Classical Gas,8__8f8fc12e6b0ac229b436532d0894089b
Bonnie Raitt__Something to Talk About.1,c__cfb13078ccae1f45103930dd689ce562
Bonnie Raitt__Something to Talk About,c__c7ed89addf3d12c74d413f0299c1045f
Night Ranger__Don't Tell Me You Love Me,7__7b376210c92eec306c28f4be0f8c1ccd
Night Ranger__Sister Christian,5__5f8e273c6bdb9c63ef115a15e0f42692
Rene Carol__Rote Rosen rote Lippen roter Wein,2__24df6523c8b68884e3224c3de859b9a1
Wing__Baby Face,3__36ee15d3dd900c22905f0ecb8bf369b2
Barry John__Main Title   Looks Like a Suicide,1__10fbd5f9cceb6b4dd8bdfe6094a13b25
Barry John__The Buffalo Hunt,c__cbe948e49bb49d1d5ff874332f1465f5
Barry John__Journey to Fort Sedgewick,d__d296522612f8211e4f9bc2d45952df46
Barry John__Rescue of Dances With Wolves,d__db547090ff902a162e29648354539480
Barry John__Farewell and End Title,1__1aba81a6d9e2c873622ad19e8d43c01c
Barry John__Two Socks at Play,4__45af029aef17cdc8ad7156190d3065cc
Barry John__The Death of Cisco,b__b4a4ba3850676590b60aa9fe8b8e6316
Barry John__Kicking Bird's Gift,f__f94c32517b792973cb9abe2528528f7f
Barry John__The Love Theme,6__6ce2269432cb363720e977dba3dc7080
Barry John__Dances With Wolves - John Dunbar Theme,c__cd852da9fcad0ce4d0dd2956bf44a402
Barry John__Two Socks - The Wolf Theme,3__39fdcb2cb65827b70370b7c64ccf5e67
Brian May__Too Much Love Will Kill You.2,d__d9dfa8f3b254504cabdec5d14967fd9b
Brian May__Too Much Love Will Kill You.1,a__aea08d97226ca72fc770b7177bfbcbb9
Brian May__Too Much Love Will Kill You,b__be15e164734cee1f928dcfde38ab3bf7
The Go-Go's__Cool Jerk,0__0a02161a32f497c594a0523227c6f6eb
The Go-Go's__We Got The Beat,b__b098e611f2b68aedcc242273f64eb710
The Go-Go's__Vacation,e__e4b9254e402f163468be12c460a4a8a7
The Go-Go's__Our Lips Are Sealed,2__206bdfc22f4b2d8a754c47aa18a7ce59
Carl Douglas__Kung Fu Fighting,2__2f9a0c02162b273db4f2dc77ecdcf962
Carl Douglas__Kung Fu Fighting.1,9__9bebbe573b522e9b0c81ee2a9b804eca
England Dan__I'd Really Love to See You Tonight,5__55f89166779585b0f40d384f0f3e61db
The Mindbenders__A Groovy Kind of Love,f__fe8b130627ffddac808789f8cb51a719
Bachman-Turner Overdrive__Hey You.1,3__3d15d0fea04c28656a9ab51732c8f0ab
Bachman-Turner Overdrive__You Ain't Seen Nothin Yet.1,4__4610e30e438ac3cbf58f4001173cf930
Bachman-Turner Overdrive__You Ain't Seen Nothin Yet.2,c__c267f7acce4a3395231d6d5f4051e525
Bachman-Turner Overdrive__Let It Ride.1,a__ad2ef5ae89aabb8e5dc92cad2c0f0115
Bachman-Turner Overdrive__Takin Care of Business.4,d__d79c8008376760d4c6282339e4729686
Bachman-Turner Overdrive__You Ain't Seen Nothin Yet,c__ced2958a0c8f32db95e80986f0a178cc
Bachman-Turner Overdrive__Let It Ride,8__87828094961e8d12ef54c99fc9d09d78
Bachman-Turner Overdrive__Hey You,7__72fa56ecdbc651069a76c1842e1e6b97
Bachman-Turner Overdrive__Takin Care of Business.2,5__5d303863f09ea17181bb88a813985caf
Bachman-Turner Overdrive__Takin Care of Business.3,5__57e10982774f05664673165f1c23c495
Bachman-Turner Overdrive__Takin Care of Business,9__92c1bf5a981d18ec6cc3896d3528246e
Bachman-Turner Overdrive__Takin Care of Business.1,c__c0a2e8413aa1de2c9fed2a511ef12d84
Johnny Rivers__The seventh Son,f__f40c7ce8dff682550c9275f6bb65e0fa
Johnny Rivers__Rainy Night in Georgia,b__b7a4f62c1fbd642c797fc31d87deccc0
Johnny Rivers__Secret Agent Man.1,3__3c5b3b54c4e6cbb7c79b959b41bd56a3
Johnny Rivers__Secret Agent Man,4__4a0b3ec2dd8fdd3922d3bd42da0c158b
Johnny Rivers__Secret Agent Man.2,3__3ab651e1037797b902bc6eaf8c019500
Johnny Rivers__Poor Side of Town.1,1__185d6a628d68bda0e91741ddedbf8df4
Johnny Rivers__Rockin' Pneumonia   Boogie Woogie Flu,e__e28e9a2c8ea3af002e467b90cec392ac
Johnny Rivers__The seventh Son.1,3__3403e33f8626da95246fb4de5a607f92
Johnny Rivers__The Tracks of My Tears,7__7df2a31a4787ca7f8c43db064f4fcecb
Johnny Rivers__Midnight Special,3__3fbbf1cecfa05065f2a38cb8e3d34146
Johnny Rivers__Poor Side of Town,6__6f6f39ae32948bfa0fb1ca3d03e5c1d5
Johnny Rivers__Rockin' Pneumonia.1,4__4dbc9df79a1b3ff34e8f168a6936d943
Johnny Rivers__Rockin' Pneumonia,6__684cc3a39fdc348f3d603291d642b095
Johnny Rivers__Swayin' To the Music (Slow Dancin'),a__a29e7242d4d73dba16ccb9ce282b696f
Richard Marx__Right Here Waiting,a__a87f14b40ed851a53165e1cf6eb83013
Richard Marx__Right Here Waiting.1,e__e200d3c2cb44f683353e3fa052ad8f53
Richard Marx__Right Here Waiting for You,a__a1252140bc6b66fb7c67c7bc3f02c6b5
Roy Black__Ganz in weiss,b__b80212656755dd1f8309c9ed4e3143fa
Roy Black__Das Madchen Carina.1,b__ba9c56992ca2cbb0209736822d037de6
Roy Black__Du bist nicht allein.1,5__506062d954a2bc67abb22123336f7cee
Roy Black__Wie ein Stern am Horizont,1__15544913cb06a116014a6c3cb39d251f
Roy Black__Ganz in weiss.1,8__836d589f9d8351fe715f8dec4d28e24d
Roy Black__Ganz in weiss.3,c__c1e5fd3352461575e8cbc718d9ea16b0
Roy Black__Ich traume mich zu Dir,0__066a99b3aa2b4e422016c2009c1cc3a0
Roy Black__Frag' Maria,1__130cda4aa6fa94c42c18bb8fcc0bda7a
Roy Black__Du bist nicht allein,9__999e144186e48235d6ab58d92d4c10be
Roy Black__Das Madchen Carina,1__1f61dde3baefb39c20d669d04558ea01
Roy Black__Capri Fischer,4__41aac3df6d4348a90964781d3ef0292a
Roy Black__Ganz in weiss.2,d__d802538179799a683ccf5c80820e18ad
Roy Black__Mona,3__3a3b51e399901fb8c4df6d3fc0e63b74
"Freak Power__Turn On, Turn In, Cop Out",2__26d70e4193bc5513d4c394db97061028
Annie Lennox__There Must Be Angel (Playing With My Heart),b__bde03554f3b1930bbf7598d813534ac1
Annie Lennox__Angel,9__9c8ad8b09c9fe50baf66e1d5cda0ebbd
"Annie Lennox__No More ""I Love You""s",f__f8cca5f8896a8c9978d0b6cace218f1e
"Annie Lennox__No More ""I Love You's"".2",9__97728e2ba2e8c2c4b9b4f7b154ee6512
Annie Lennox__Would I Lie to You?.2,7__7115d394d366b076f10b899d37f6f35d
Annie Lennox__Would I Lie to You?.1,0__0418e3673d62eaaff7c90ff532075f65
Annie Lennox__It's Alright (Baby's Comin' Back).1,6__64e0d94d189940679d2f8063299e3941
Annie Lennox__Sweet Dreams.1,2__2b09d4937deb6f2df5709e945e4ce012
Annie Lennox__Missionary Man,3__307ee52d20b05c234fa65c79ce1f2f3e
"Annie Lennox__No More ""I Love You's"".1",d__de1f0fcfa272aa4083f688e1453f6bbb
Annie Lennox__Put a Little Love in Your Heart,2__2ff39b9ec93aea0a244060cab4bd04b7
Annie Lennox__Sweet Dreams,f__f59e83d912e20764d0726a1aa8bec988
"Annie Lennox__No More ""I Love You's""",c__cfb582ab9f2be6b1d34ea64317282500
Annie Lennox__Don't Ask Me Why.3,7__7f58d21386d8d7580f065832fe87b6a0
Annie Lennox__Here Comes the Rain Again.1,1__173e9203089d1972d8445dee05feb598
Annie Lennox__Don't Ask Me Why.1,5__5eb7b665d7443699688615c1d89f12a9
Annie Lennox__Don't Ask Me Why.2,f__fec4ef30f93c35a371db863b09ebaddd
Annie Lennox__Here Comes the Rain Again,6__68731267a2dfa37123f21f768b873318
Annie Lennox__Walking On Broken Glass,8__80248f0c6442ea6d044583d341837bdb
Annie Lennox__Don't Ask Me Why,c__cecbc1cb75a6037ad3a8979b62a3a666
Annie Lennox__There Must Be Angel (Playing With My Heart).1,6__6ed6ca7d79a3f97a7bf0cd9f8a8ca24b
Annie Lennox__Missionary Man.1,d__da40de891b0e766ee370da0246127290
Annie Lennox__Put a Little Love in Your Heart.1,9__911e036e7d9d011404da4aef22269763
Annie Lennox__Would I Lie to You?,3__3f30d495dffbaa02f9726e138bca698b
Annie Lennox__It's Alright (Baby's Comin' Back),d__de084529f31a8b5f8fb75a7c03967c70
Annie Lennox__September in the Rain,3__329a613cf3fe9649d1e1aec61b19c6e6
Little River Band__Lonesome Loser,1__15e333b7e68d6f2bca595ea1058a261e
Little River Band__Reminiscing,8__886498e3713048395da30140b41004ea
Little River Band__Help Is on the Way,2__2e629052ae486e222753f67cf57b99dd
Little River Band__Forever Blue,1__19c05ed7dbb15dda62d96b269a601c36
Little River Band__Cool Change,7__76bdfdfb9163e4cf555033a74fb691c9
Bommbastic__Major Tom '94,b__b75a1ca9a4c61ae4b2124e73bf407fe5
Modern Talking__You Can Win If You Want,f__f531bc608ec8b8f5e8a10214453b0e86
"Modern Talking__You're My Heart, You're My Soul",d__d45a476b91a6f7741c72c538b9ef94c9
Modern Talking__You Can Win If You Want.1,b__bae4f18acf91dbdef618d253fe9dd1aa
Rozalla__Are You Ready to Fly,1__16d291866c45ff05ff9660ec47a4f1a8
Rozalla__Everybody's Free,a__aa042ecff4d75c4a595cca7213dececf
Rozalla__Everybody's Free (To Feel Good),0__0f02f4985e63e560ca35ba5a805814aa
The Bluebells__Young At Heart,2__2f4162ce56a5d0d7288403774a66cc27
The Bluebells__Young At Heart.1,5__560dc8cd16bb1fb0a152e7198307c888
John Fred__Judy in Disguise,b__b9eb7133f6ba0049bd0fc8ece1b059ab
Henry Butler__Blues After Midnight,8__8a2158bcbc05c0796433d076b32ce83e
Henry Butler__Basin Street Blues,a__a4b9b6fb1161e33eaef346a6b30259c2
Henry Butler__Dr. Diddley,8__8a767c0c8cb5d0c68a91abe9302df104
"Henry Butler__Baby, Let Me Hold Your Hand",c__c0001fab283712d8108dd56f8d40ac25
Henry Butler__Down by the Riverside,b__bee7eab7f9e468a267c965bfe97ade85
Henry Butler__San Francisco Blues,0__0bbe427c8d22fd346b0734ec6e6b90f6
Henry Butler__Butler's Boogie,1__1390ab936aabf36430e28a879a62fe79
Henry Butler__Orleans Inspiration,f__fa2f275073b928917ebf8f51c29f41c1
Henry Butler__Dr. James,c__cfd44f7191e7d982adc57d80b29993c8
Mily Balakirev__Islamey,a__af79d92561d7b8ef8c3f9209dbde7d6c
Jackie DeShannon__Put a Little Love in Your Heart,5__590d294e0b3741faac0ebfadca64c38a
Technotronic__Pump Up the Jam,4__492eec9ce7a6c22a803671ff9273741f
Technotronic__Pump Up the Jam.1,5__5fad210f13680c57546e33d51b403aec
Technotronic__Move This.2,5__5da178370c8e2808f93c27b7c9ca2c10
Technotronic__Pump Up the Jam.2,c__c06b66bfaeece7f2f45b8699e0be67aa
Technotronic__Move This.1,1__1482f24def0b43dfd59e70a5f7ed8648
Technotronic__Move This,e__ef6485e781739150cfd22d8a4bfcaa54
Lewis Ramsey__Hang on Sloopy,9__9520cee072777dce2071ef4f69f522f9
Three degrees the__When Will I See You Again.1,b__b61977594ffdf92e8d948a2adffbf8e2
Three degrees the__When Will I See You Again,7__738fd958c4f8ad8c10de8874c6261fec
De Nachroave__Sjeng oan de geng,b__bf145e2952b10ec2070972de109ad1c5
De Nachroave__Polonaise,0__012e57c48f029ace6bdd71bda2cdaece
Watanabe__The Girl From Ipanema,b__b72d29f77e917a84be0f3c2a28506a26
Detroit Emeralds__Feel the Need In Me,3__372b53172ae8fdda5e944f6cedde9a87
Pearl Jam__Animal,c__c96e92c3ebaec3b555ad51ea8ca86e65
Pearl Jam__Yellow Ledbetter,4__46e783531f84ecc4a0f289883526188c
"Pearl Jam__Hail, Hail",1__197ad3adeeb39a7ca888dff1a8ee39c2
Pearl Jam__Daughter.1,f__f78875d5d15bc9bcabc0373e27fa27fe
Pearl Jam__Smile,f__f91c87111c6f88604301bf4586749642
Pearl Jam__Go,e__e6e4a34e4ea481f7bc19e6e539d2a67e
Pearl Jam__Even Flow,8__8a1547d004c8f3bb3ab03081769e09fe
Pearl Jam__Why Go,2__23d6ec1655ec4e917a2afa7a82e41014
Pearl Jam__Porch,2__2e06ef6936d2726cef5c0b4623a5d60e
Pearl Jam__Lukin,4__418e98124ec9b3b3d43dda3b5a9275bb
Pearl Jam__Daughter,7__76e3a21138359ae09ca7ee5c703947ed
Pearl Jam__Jeremy.1,3__363a0c855d477ac5f24d24922c351790
Pearl Jam__State of Love and Trust,4__47d7b0ef7bc9f189e0f981d96b0ec5c0
Pearl Jam__Last Kiss,b__b534c41d7bd3e80c819218c72eb232ff
Pearl Jam__Release,0__0806809ee929449d60cc6a5c674cbc4c
Pearl Jam__Once,4__4540589da0a5715eba5f2253560fd9cb
Pearl Jam__Mankind,1__15377162d2b78735f9e75c16e5172452
Pearl Jam__Jeremy,2__26b54ea97b5fd6332d6edf0a8f09ad1a
Rascel__Arrividerci Roma,9__994a6ab4234435972b9b24461adeb4b2
Hues Corporation__Rock the Boat.1,f__f7b12c7f3bd03a88ceb40ce087e1b8e8
Hues Corporation__Rock the Boat,2__2d737fb92d1f8c624d91c8e1fee2746d
Checker Chubby__The Twist (Yo Twist),8__80f538b44620e9ca440927d3eccc7d5f
Checker Chubby__Let's Twist Again.3,c__cd86c3b697220d6a963dc03e8ba15471
Checker Chubby__Let's Twist Again,5__54e99dc33e86ce0833caa73fbe673ba8
Checker Chubby__Limbo Rock,7__77a915528069eb7089db7e61d6097b7e
Checker Chubby__Let's Twist Again.1,f__f944ee53f978826a99821c5b85f2f12d
Checker Chubby__Let's Twist Again.4,9__9c7f26781946556b2e79f1c9a51f9b8a
Checker Chubby__Let's Twist Again.2,a__a73c0a1a784c41c476925d871ef7b587
Checker Chubby__The Twist (Yo Twist).1,a__a070636c3cee48a7177aaeba9349353c
Eddie Money__Two Tickets To Paradise,c__cb42dea05dbd176e9311da6c1f719ffb
Rick Springfield__Jessie's Girl,8__81ced2cd454f7b36c31d426ee762adf5
Rick Springfield__I've Done Everything For You,a__ac1f4898891fefc59cfc994acd7a3a64
Cutting Crew__(I Just) Died in Your Arms,1__193a69f8160f24a12db7127a3cb2ecd2
Atkins Chet__Rocky Top,4__45bf6970f521e40e8ee9554a21ea2c7a
Atkins Chet__Pickin' My Way,0__0343afd996411f1b300913e847a333de
Atkins Chet__Steel Guitar Rag,9__91a83ce313314dc5cfbbd7a0e5e1863c
Atkins Chet__Detroit City,5__5392a9898e431421e764615190b80186
Atkins Chet__Georgia on My Mind,1__1ff809ddf6bf2b6e2271f84f6a7971a1
Atkins Chet__Sweet Georgia Brown,a__a9efa420338471da4016f12da1be99f1
Atkins Chet__On the Road Again,d__d18ec555ad1a97d4d34aa76d9fc2e6aa
Atkins Chet__Yakety Sax,3__3c8d6f74518c4b0ea6b5e79500185a6a
Foo Fighters__Everlong.1,a__aed0af1cf1aaca2021aeee747780ccd6
Foo Fighters__Breakout,f__f26cfa25141a7bea99d2cb9c8c7680c3
Foo Fighters__Big Me.2,1__1cd1f459dd66b7262951440297221d42
Foo Fighters__Monkey Wrench,5__5287c447c20c7ca835751f754853415b
Foo Fighters__My Poor Brain,e__e6d9545519e28313bad58235dccec621
Foo Fighters__Learn to Fly,d__d97f2427c19fc144309483f97eeaeb4f
Foo Fighters__I'll Stick Around.1,2__242e80c4d7fd457c671e68d5ee7fa9dd
Foo Fighters__My Hero,b__bc5e04145756a369b6fa406d5b0a2513
Foo Fighters__Requiem,c__c62054e3e1e63ec7be629df7f2bcbf1c
Foo Fighters__This Is A Call,6__6495fcae7cb3c973ee9790183aeff612
Foo Fighters__Big Me.1,6__63ceadfb02498a33dd13e5a1091b10f6
Foo Fighters__Winnebago,3__365c6b57aaa06c2783854115742200bd
Foo Fighters__Down in the Park,8__84f9336676822c1e5059f0226895b634
Foo Fighters__This Is A Call.1,4__4524b80e99c19680711be423763482e1
Foo Fighters__Walking After You,5__531dfbc7b93a5b5b2ad8233b4deb4ce2
Foo Fighters__Up in Arms,d__d823e1faa2d75a1efc70466ed0383002
"Foo Fighters__Oh, George",0__0644e44838247db21b2de2d5567d6651
Foo Fighters__Big Me,e__ecd4fcacdcec6bdf6ad1c8089d7649ea
Foo Fighters__My Poor Brain.1,5__5873892d529e0b946410e0d2c0b2ba17
Foo Fighters__I'll Stick Around,a__a66adeba71f7061c8a5a65edcba2b264
Foo Fighters__Up in Arms.1,0__0f5164972c8776df7e89acf4cd3685d0
Foo Fighters__Everlong,f__f4d77f48c67abd914c54c41afa28fa78
Swingin' Medallions__Double Shot (Of My Baby's Love),b__b30119e27d978ac8d2c2a0b5eee9a385
Neil Young__Down by the River,4__4ec4eafcc813bccf52cda69999be1f5e
Neil Young__Cinnamon Girl.1,e__e1f203bc6c12dec1cbd8a99480bb6f9f
Neil Young__Ohio,5__53432276032793f274ff08d7fb3594fc
Neil Young__Cinnamon Girl,b__b93ecb5ac528d50cc96484d0ce289289
Neil Young__Heart of Gold,e__ef932c638b709f22da5c4d659de22859
Neil Young__Words (Between the Lines of Age),c__ca1b034653ebcaf0897efd9377c92562
"Neil Young__My My, Hey Hey (Out of the Blue)",9__92f80a0688c70ebe7d9c95859741f2b7
Neil Young__Rockin' in the Free World,6__67e8a6ede38337ea268c056b88540377
Neil Young__Old Man,3__38785be3fc233210b7c4d988c5a5f275
Neil Young__Southern Man,b__be4f0b039c822da352599ec9da3dd018
"Droids__The Force, Part I",7__78d75aa96215d7477c8cc1de8a2e8e8f
Go West__We Close Our Eyes,c__c71b106b04b973e54d8a6ffed6b0482c
Go West__The King Of Wishful Thinking,0__0a21cb5471a5f92bfae982b38dee35cf
Pantera__Cowboys From Hell,7__782072052f7488deaba106f5a15a8c5b
Pantera__Becoming,1__19ce40bf7eeb27e7a6360c4a3ce69b16
"Pantera__Suicide Note, Part 2",2__225bfcb5124cd1a779266d18d78e8ecc
Pantera__Cemetary Gates,f__f7fae0faf455cfe3249f08c81b6a74b8
Pantera__Planet Caravan,1__14bd9cef82937874580107f04136d598
Pantera__Mouth for War,d__d3aa26d6851ee13e0015e2d4a347aec3
Pantera__I'm Broken,d__d5238983e5149782dde88d0d32741011
Pantera__Hollow,8__82a425a422b4617bca2fa1986e3a7828
Pantera__Walk,4__447ea138620bdd0f56e76689e151e1fe
New Vaudeville Band__Winchester Cathedral,e__e2c3f677ba2bb72e9b041d9ed68c06f1
"Bela Bartok__44 Duos, No. 14: Cushion Dance",5__51f8e9362c064f7c4cde53f9d739ea91
Bela Bartok__Piano Piece for Children No. 20,b__b5173a592afa4776f7ce340009f478ae
Bela Bartok__Piano Piece for Children No. 18,9__9a5d8d50f58b79f487012703abbac563
"Bela Bartok__Kezdok zongoramuzikaja (First Term at the Piano), BB 66: No. 16: Paraszttanc (Peasant's Dance): Allegro moderato",e__e55ebcab3bba830e8782450e55a91dbb
Bela Bartok__10 Easy Pieces: X. Bear Dance,5__59941e9259a14be3b2813b42aea510f8
